Year,Sex,Fatal,Age,Moment
1959.0,M,,14.0,
1959.0,M,,10.0,Night
1959.0,M,,21.0,
1959.0,M,Y,26.0,
1959.0,,Y,,Afternoon
1959.0,M,N,32.0,
1959.0,M,Y,26.0,Afternoon
1959.0,F,N,15.0,Evening
1959.0,M,,34.0,
1959.0,,N,,Afternoon
1959.0,M,N,25.0,Evening
1959.0,M,Y,22.0,Afternoon
1959.0,,N,21.0,
1959.0,,Y,27.0,
1959.0,M,N,13.0,
1959.0,M,Y,,Morning
1959.0,M,Y,33.0,Afternoon
1959.0,,,,
1959.0,M,N,23.0,
1959.0,F,N,37.0,
1959.0,M,Y,18.0,Afternoon
1959.0,M,N,19.0,Morning
1959.0,M,,22.0,
1959.0,M,N,43.0,
1959.0,M,N,13.0,Afternoon
1959.0,M,Y,20.0,
1959.0,M,Y,15.0,Afternoon
1959.0,M,N,14.0,Afternoon
1959.0,M,N,20.0,Night
1959.0,M,N,57.0,
1959.0,M,N,16.0,
1959.0,M,Y,22.0,Afternoon
1959.0,M,N,17.0,Morning
1959.0,M,N,18.0,Afternoon
1959.0,M,Y,33.0,Morning
1958.0,,,,
1958.0,,N,,
1958.0,M,Y,14.0,
1958.0,M,Y,15.0,Afternoon
1958.0,M,Y,22.0,Morning
1958.0,M,Y,21.0,Afternoon
1958.0,M,,,
1958.0,M,Y,,
1958.0,M,N,15.0,
1958.0,M,N,60.0,
1958.0,M,N,,
1958.0,M,N,26.0,
1958.0,M,Y,32.0,Afternoon
1958.0,M,N,42.0,Morning
1958.0,M,N,20.0,
1958.0,,N,,Morning
1958.0,F,N,,Evening
1958.0,F,Y,,
1958.0,M,N,12.0,Afternoon
1958.0,M,N,8.0,Afternoon
1958.0,M,Y,35.0,
1958.0,M,Y,21.0,Afternoon
1958.0,M,Y,,Morning
1958.0,M,N,31.0,Morning
1958.0,M,N,20.0,Afternoon
1958.0,M,Y,38.0,
1958.0,M,N,36.0,Afternoon
1958.0,M,N,59.0,Afternoon
1958.0,M,N,17.0,Afternoon
1958.0,F,,,
1958.0,M,N,29.0,
1958.0,M,N,29.0,Afternoon
1958.0,F,Y,28.0,Morning
1958.0,M,Y,29.0,Afternoon
1958.0,M,,21.0,Afternoon
1958.0,M,N,18.0,
1958.0,M,N,17.0,
1958.0,M,N,14.0,Afternoon
1958.0,M,,50.0,
1958.0,M,Y,,Morning
1958.0,,Y,,
1957.0,M,N,,
1957.0,F,N,14.0,Afternoon
1957.0,M,N,20.0,Morning
1957.0,M,Y,23.0,Afternoon
1957.0,M,Y,15.0,Afternoon
1957.0,M,N,16.0,Afternoon
1957.0,,N,,
1957.0,M,Y,22.0,Afternoon
1957.0,F,Y,28.0,Afternoon
1957.0,M,Y,57.0,Afternoon
1957.0,M,N,36.0,
1957.0,,,,
1957.0,M,N,28.0,Afternoon
1957.0,M,Y,25.0,Afternoon
1957.0,M,N,15.0,
1957.0,M,N,17.0,Morning
1957.0,M,N,22.0,Afternoon
1957.0,M,N,17.0,
1957.0,M,N,,Afternoon
1957.0,M,,,
1957.0,M,Y,12.0,
1957.0,M,,,
1957.0,,,0.0,
1957.0,M,Y,18.0,
1957.0,M,N,30.0,
1957.0,M,Y,,
1956.0,M,Y,19.0,Afternoon
1956.0,M,Y,16.0,Afternoon
1956.0,M,Y,,
1956.0,M,N,70.0,
1956.0,M,N,29.0,
1956.0,M,N,,
1956.0,M,N,19.0,Evening
1956.0,M,N,27.0,
1956.0,M,Y,,Afternoon
1956.0,M,Y,34.0,
1956.0,M,Y,13.0,
1956.0,M,N,10.0,Afternoon
1956.0,M,N,23.0,Afternoon
1956.0,,N,,
1956.0,M,Y,13.0,Morning
1956.0,M,N,38.0,
1956.0,M,Y,40.0,
1956.0,F,N,38.0,Evening
1956.0,M,N,7.0,Afternoon
1956.0,M,Y,23.0,
1956.0,,Y,,
1956.0,M,Y,30.0,
1956.0,,,,
1956.0,M,N,13.0,
1956.0,M,Y,26.0,Afternoon
1956.0,M,N,21.0,
1956.0,M,Y,15.0,Morning
1956.0,M,N,8.0,
1956.0,M,N,18.0,
1956.0,M,Y,33.0,
1956.0,M,N,25.0,
1956.0,F,Y,15.0,
1956.0,F,,14.0,
1955.0,,N,,
1955.0,M,N,8.0,Evening
1955.0,M,N,,
1955.0,M,N,28.0,
1955.0,M,Y,,
1955.0,M,N,,Morning
1955.0,M,N,16.0,
1955.0,M,N,25.0,
1955.0,F,Y,32.0,
1955.0,M,Y,28.0,Morning
1955.0,M,N,15.0,Afternoon
1955.0,M,Y,22.0,Afternoon
1955.0,M,N,13.0,
1955.0,F,Y,,
1955.0,M,N,,Afternoon
1955.0,M,Y,22.0,Evening
1955.0,M,N,25.0,Morning
1955.0,M,N,19.0,Afternoon
1955.0,M,Y,25.0,Afternoon
1955.0,M,Y,13.0,Afternoon
1955.0,M,Y,,Afternoon
1955.0,,,,
1955.0,M,Y,16.0,Afternoon
1955.0,M,,,
1955.0,M,N,12.0,
1954.0,M,Y,27.0,
1954.0,M,Y,23.0,Morning
1954.0,M,Y,,Afternoon
1954.0,M,N,16.0,Morning
1954.0,M,N,,Afternoon
1954.0,M,Y,,
1954.0,M,N,62.0,
1954.0,,,,
1954.0,M,,13.0,
1954.0,M,N,35.0,
1954.0,M,Y,20.0,
1954.0,M,Y,35.0,
1954.0,M,N,27.0,
1954.0,M,N,,
1954.0,M,N,34.0,
1954.0,M,Y,28.0,
1954.0,M,,,Night
1954.0,M,Y,,Evening
1954.0,,N,,
1954.0,M,N,22.0,
1954.0,,,,
1954.0,M,N,30.0,Afternoon
1954.0,M,,,
1954.0,M,Y,23.0,Afternoon
1954.0,M,N,30.0,
1954.0,M,N,18.0,Afternoon
1954.0,M,N,26.0,Afternoon
1954.0,M,N,12.0,
1954.0,F,Y,,
1953.0,F,N,,Morning
1953.0,M,N,23.0,
1953.0,M,N,16.0,Afternoon
1953.0,M,N,,
1953.0,M,Y,23.0,
1953.0,M,N,15.0,
1953.0,M,,19.0,Afternoon
1953.0,F,Y,18.0,
1953.0,M,Y,15.0,Morning
1953.0,F,N,26.0,
1953.0,,N,,
1953.0,M,N,,Morning
1953.0,M,N,19.0,
1953.0,F,N,19.0,Afternoon
1953.0,,Y,,
1953.0,M,Y,,
1953.0,M,N,25.0,Evening
1953.0,M,N,61.0,
1953.0,,N,,Afternoon
1953.0,F,N,,
1952.0,M,N,,
1952.0,M,N,25.0,Night
1952.0,F,,,
1952.0,M,N,17.0,
1952.0,M,Y,,
1952.0,M,Y,17.0,Afternoon
1952.0,M,Y,40.0,
1952.0,M,,18.0,
1952.0,,Y,19.0,Night
1952.0,,N,,
1952.0,M,N,43.0,
1952.0,M,N,34.0,
1952.0,M,N,,Morning
1952.0,M,N,,Morning
1952.0,,N,,Morning
1952.0,M,N,,Afternoon
1952.0,M,Y,27.0,
1951.0,M,Y,15.0,
1951.0,M,N,18.0,
1951.0,M,,,
1951.0,M,Y,21.0,Afternoon
1951.0,M,N,23.0,Afternoon
1951.0,M,N,81.0,
1951.0,M,N,24.0,Afternoon
1951.0,M,Y,,
1951.0,M,Y,42.0,Evening
1951.0,,,,
1951.0,F,Y,21.0,
1951.0,M,N,,Night
1951.0,M,Y,56.0,
1951.0,F,Y,16.0,
1951.0,M,N,,
1951.0,,Y,,
1951.0,M,N,13.0,
1951.0,M,N,40.0,Afternoon
1951.0,M,N,39.0,Morning
1951.0,M,N,16.0,Afternoon
1951.0,,N,,
1951.0,M,N,23.0,Afternoon
1951.0,M,N,25.0,
1951.0,M,N,19.0,Afternoon
1951.0,M,N,31.0,Afternoon
1951.0,M,N,20.0,
1951.0,M,N,14.0,
1951.0,M,Y,19.0,Afternoon
1950.0,M,N,19.0,
1950.0,,N,,
1950.0,M,Y,20.0,Afternoon
1950.0,M,N,17.0,
1950.0,M,N,21.0,Afternoon
1950.0,M,N,18.0,
1950.0,M,N,31.0,Afternoon
1950.0,M,N,25.0,Night
1950.0,M,N,27.0,Morning
1950.0,M,N,,Night
1950.0,M,Y,19.0,Afternoon
1950.0,M,N,30.0,Evening
1950.0,M,N,11.0,
1950.0,M,,,
1950.0,M,N,21.0,
1950.0,M,N,16.0,
1950.0,M,Y,25.0,Morning
1950.0,M,N,27.0,Morning
1950.0,M,N,,
1950.0,M,Y,50.0,
1950.0,M,N,,Afternoon
1950.0,M,Y,20.0,Evening
1950.0,M,Y,14.0,Afternoon
1950.0,M,,,Night
1950.0,M,Y,,
1950.0,M,Y,8.0,Afternoon
1950.0,M,N,,Afternoon
1950.0,,Y,,
1949.0,M,Y,,
1949.0,M,N,35.0,
1949.0,M,N,36.0,Afternoon
1949.0,M,,,
1949.0,M,N,21.0,Afternoon
1949.0,M,Y,34.0,Afternoon
1949.0,M,,17.0,
1949.0,M,N,18.0,Afternoon
1949.0,M,N,21.0,
1949.0,M,N,18.0,
1949.0,M,Y,18.0,
1949.0,M,N,16.0,Afternoon
1949.0,M,N,16.0,
1949.0,F,N,22.0,
1949.0,M,N,26.0,
1949.0,M,N,,
1949.0,M,Y,13.0,Afternoon
1949.0,,,,
1949.0,M,Y,20.0,Afternoon
1949.0,M,,32.0,Afternoon
1949.0,,,,
1949.0,,Y,,
1948.0,M,Y,17.0,
1948.0,M,Y,28.0,Morning
1948.0,M,N,19.0,
1948.0,M,N,14.0,
1948.0,M,N,,
1948.0,M,Y,,Night
1948.0,M,N,41.0,
1948.0,M,Y,17.0,Afternoon
1848.0,M,Y,,
1948.0,M,Y,,
1948.0,F,Y,60.0,
1948.0,M,Y,13.0,
1948.0,M,N,15.0,
1948.0,M,Y,46.0,
1948.0,M,N,38.0,
1948.0,,,,
1948.0,M,N,30.0,
1948.0,M,Y,16.0,
1948.0,M,N,48.0,Afternoon
1948.0,,N,,
1947.0,M,N,9.0,Afternoon
1947.0,,,,
1947.0,M,Y,,Morning
1947.0,,N,,
1947.0,M,N,17.0,Night
1947.0,M,N,16.0,Night
1947.0,M,Y,12.0,Afternoon
1947.0,M,N,13.0,Afternoon
1947.0,M,Y,78.0,
1947.0,M,N,,
1947.0,M,Y,25.0,
1947.0,M,Y,20.0,Morning
1947.0,M,N,46.0,
1947.0,M,N,20.0,Morning
1947.0,M,,,
1947.0,M,N,35.0,Morning
1947.0,M,N,21.0,Afternoon
1947.0,M,N,14.0,Afternoon
1947.0,M,N,17.0,
1947.0,M,N,29.0,Morning
1947.0,M,N,18.0,Afternoon
1947.0,M,N,22.0,Afternoon
1947.0,,Y,,
1947.0,,N,17.0,
1947.0,M,N,18.0,Afternoon
1946.0,M,N,23.0,
1946.0,,N,,
1946.0,M,Y,30.0,
1946.0,M,Y,,
1946.0,M,N,15.0,
1946.0,M,Y,30.0,Afternoon
1946.0,M,N,12.0,
1946.0,M,N,14.0,
1946.0,M,N,,
1946.0,M,Y,17.0,Afternoon
1946.0,M,N,28.0,Evening
1946.0,M,N,21.0,Afternoon
1946.0,M,N,18.0,Afternoon
1946.0,M,N,18.0,Morning
1946.0,M,N,15.0,Afternoon
1946.0,M,N,,Afternoon
1946.0,M,N,18.0,Afternoon
1946.0,F,Y,14.0,
1946.0,M,N,24.0,Morning
1946.0,F,N,,
1945.0,M,Y,,Night
1945.0,M,N,20.0,
1945.0,M,Y,,
1945.0,M,N,13.0,
1945.0,M,N,,
1945.0,,Y,,
1945.0,,Y,,Night
1945.0,M,Y,,Afternoon
1945.0,M,N,37.0,Afternoon
1945.0,F,N,9.0,
1945.0,M,N,15.0,Afternoon
1944.0,M,N,19.0,
1944.0,,N,,
1944.0,M,Y,18.0,
1944.0,M,,,
1944.0,M,Y,,
1944.0,M,N,,
1944.0,M,Y,,Afternoon
1944.0,M,N,13.0,
1944.0,M,Y,19.0,Afternoon
1944.0,M,Y,17.0,Afternoon
1944.0,F,N,15.0,
1944.0,,Y,,
1944.0,M,N,18.0,Afternoon
1944.0,M,Y,23.0,Morning
1944.0,M,N,16.0,Afternoon
1944.0,M,N,,Afternoon
1944.0,M,Y,12.0,
1944.0,M,Y,22.0,Afternoon
1944.0,M,N,14.0,Afternoon
1944.0,M,Y,26.0,Afternoon
1943.0,M,Y,17.0,Morning
1943.0,M,Y,,
1943.0,M,N,,
1943.0,M,,,
1943.0,M,Y,20.0,Afternoon
1943.0,,N,,
1943.0,M,,68.0,Morning
1943.0,M,N,18.0,
1943.0,M,N,26.0,
1943.0,M,Y,,Night
1943.0,M,Y,31.0,Afternoon
1943.0,,Y,,
1943.0,,Y,,Evening
1943.0,M,N,22.0,
1943.0,M,,,
1942.0,F,Y,15.0,Morning
1942.0,M,Y,,Morning
1942.0,M,N,38.0,
1942.0,M,N,19.0,
1942.0,M,Y,,
1942.0,M,N,,
1942.0,M,Y,,Morning
1942.0,M,Y,18.0,Afternoon
1942.0,M,N,25.0,
1942.0,,N,,
1942.0,M,N,24.0,Afternoon
1942.0,M,Y,32.0,
1942.0,M,N,20.0,
1942.0,M,,,
1942.0,,,,
1942.0,M,Y,,Night
1942.0,M,,18.0,
1942.0,F,Y,28.0,Afternoon
1942.0,M,N,48.0,Afternoon
1941.0,,Y,,
1941.0,M,N,10.0,Night
1941.0,M,N,23.0,
1941.0,M,N,,
1941.0,M,Y,,Night
1941.0,,N,,
1941.0,M,,,
1941.0,M,N,20.0,
1941.0,,N,,Afternoon
1941.0,M,N,43.0,Afternoon
1941.0,M,Y,,Afternoon
1941.0,M,N,53.0,Night
1941.0,M,N,34.0,
1941.0,M,N,,Morning
1941.0,M,N,19.0,Evening
1941.0,M,Y,,
1941.0,M,Y,,Morning
1941.0,M,Y,6.0,
1941.0,M,N,14.0,
1940.0,M,Y,23.0,Morning
1940.0,M,Y,17.0,Morning
1940.0,M,N,,
1940.0,M,Y,18.0,
1940.0,M,Y,25.0,Morning
1940.0,M,Y,17.0,Afternoon
1940.0,,N,,Afternoon
1940.0,M,Y,55.0,Afternoon
1940.0,M,N,17.0,
1940.0,M,Y,13.0,Morning
1940.0,M,N,22.0,Afternoon
1940.0,M,Y,18.0,Afternoon
1940.0,,N,,
1940.0,F,Y,,
1940.0,,,,
1940.0,F,,,
1939.0,M,,40.0,
1939.0,M,Y,20.0,Afternoon
1939.0,,N,,
1939.0,,,,
1939.0,M,Y,,
1939.0,M,N,27.0,
1939.0,M,N,,
1939.0,M,N,33.0,
1939.0,,Y,3.0,
1939.0,M,N,38.0,Afternoon
1939.0,M,N,,Morning
1939.0,M,Y,9.0,
1939.0,M,N,11.0,
1939.0,F,N,,
1938.0,M,Y,19.0,
1938.0,M,N,18.0,Afternoon
1938.0,M,Y,,
1938.0,M,N,,
1938.0,M,N,27.0,
1938.0,M,Y,25.0,
1938.0,,Y,,
1938.0,M,N,10.0,Afternoon
1938.0,M,N,13.0,
1938.0,M,,24.0,Afternoon
1938.0,M,N,50.0,
1938.0,M,N,17.0,
1937.0,M,Y,,
1937.0,M,Y,17.0,
1937.0,M,Y,25.0,Afternoon
1937.0,M,Y,18.0,Afternoon
1937.0,M,N,16.0,
1937.0,M,N,,
1937.0,,N,,
1937.0,M,N,38.0,Morning
1937.0,M,,,
1937.0,M,Y,21.0,
1937.0,,,,
1937.0,,Y,,
1937.0,M,Y,14.0,Night
1937.0,M,Y,33.0,Night
1937.0,M,,16.0,
1937.0,M,,43.0,
1937.0,M,Y,32.0,Afternoon
1937.0,,N,,Night
1937.0,M,N,20.0,
1937.0,M,,,Night
1937.0,M,N,18.0,
1936.0,M,N,,
1936.0,,N,,
1936.0,M,Y,15.0,Morning
1936.0,M,Y,50.0,
1936.0,M,Y,,
1936.0,M,N,13.0,
1936.0,M,Y,16.0,Afternoon
1936.0,,N,,Afternoon
1936.0,M,Y,16.0,
1936.0,M,N,16.0,Morning
1936.0,F,N,25.0,
1936.0,M,Y,14.0,Afternoon
1936.0,M,Y,13.0,Evening
1936.0,M,,17.0,
1935.0,,N,,
1935.0,M,N,20.0,
1935.0,M,Y,38.0,Evening
1935.0,M,Y,,
1935.0,M,Y,38.0,Night
1935.0,M,,,
1935.0,M,,23.0,
1935.0,M,,53.0,
1935.0,M,Y,14.0,
1935.0,F,Y,22.0,Afternoon
1935.0,M,N,31.0,
1935.0,M,N,,
1935.0,M,,40.0,
1935.0,F,N,,
1935.0,M,N,,Afternoon
1935.0,M,N,38.0,
1935.0,M,Y,27.0,Afternoon
1935.0,M,Y,22.0,Afternoon
1935.0,M,N,20.0,Afternoon
1935.0,,,,
1935.0,M,,5.0,
1934.0,F,N,13.0,Evening
1934.0,M,Y,19.0,Afternoon
1934.0,M,Y,14.0,Afternoon
1934.0,M,N,12.0,Afternoon
1934.0,F,Y,38.0,
1934.0,M,N,,Night
1934.0,M,Y,,
1934.0,M,N,,
1934.0,F,,,
1934.0,F,Y,18.0,
1934.0,M,N,11.0,
1934.0,,N,,
1934.0,M,Y,8.0,
1934.0,M,N,34.0,Morning
1934.0,M,Y,,Afternoon
1934.0,M,N,12.0,Afternoon
1934.0,M,Y,15.0,Afternoon
1934.0,M,Y,17.0,Afternoon
1934.0,,N,,
1934.0,M,N,,Afternoon
1934.0,M,N,15.0,
1934.0,M,N,22.0,Afternoon
1933.0,M,Y,,
1933.0,M,N,17.0,
1933.0,M,N,,
1933.0,F,N,,
1933.0,M,N,50.0,
1933.0,M,N,15.0,
1933.0,M,,,
1933.0,,Y,,
1933.0,M,Y,24.0,
1933.0,,N,,
1933.0,M,Y,38.0,Afternoon
1932.0,M,N,,
1932.0,,,,
1932.0,M,N,24.0,Morning
1932.0,M,Y,27.0,
1932.0,M,N,18.0,
1932.0,M,,17.0,
1932.0,M,N,32.0,
1932.0,F,Y,,
1932.0,M,Y,,
1932.0,M,N,,Afternoon
1932.0,M,Y,36.0,
1932.0,M,N,23.0,Night
1931.0,M,N,45.0,
1931.0,M,Y,15.0,Afternoon
1931.0,M,N,,
1931.0,F,N,20.0,
1931.0,M,,,
1931.0,M,Y,18.0,
1931.0,,N,,
1931.0,M,Y,23.0,
1931.0,M,Y,,
1931.0,M,Y,19.0,
1931.0,M,,39.0,Night
1931.0,M,N,18.0,Afternoon
1931.0,,,,
1930.0,M,N,49.0,Afternoon
1930.0,M,Y,,
1930.0,,N,,
1930.0,M,N,,
1930.0,M,N,17.0,Afternoon
1930.0,M,N,38.0,
1930.0,M,N,,Morning
1930.0,M,N,29.0,Evening
1930.0,M,N,21.0,
1930.0,M,N,,Evening
1930.0,,,,
1930.0,M,,17.0,
1930.0,M,N,19.0,
1930.0,M,Y,18.0,Afternoon
1930.0,,Y,,
1930.0,M,N,23.0,Afternoon
1930.0,M,N,17.0,
1929.0,M,Y,16.0,
1929.0,M,N,,
1929.0,F,N,17.0,
1929.0,M,Y,20.0,
1929.0,M,Y,55.0,
1929.0,M,Y,,
1929.0,M,Y,42.0,
1929.0,F,,,
1929.0,M,N,19.0,Afternoon
1929.0,M,N,26.0,Afternoon
1929.0,M,N,9.0,
1929.0,M,N,12.0,
1929.0,M,Y,20.0,Afternoon
1929.0,,N,,
1929.0,M,Y,39.0,Afternoon
1929.0,M,Y,,Afternoon
1929.0,F,N,,
1929.0,M,Y,14.0,Evening
1929.0,M,,,
1929.0,M,N,27.0,
1928.0,M,N,,
1928.0,M,N,24.0,
1928.0,M,Y,,
1928.0,M,Y,17.0,Morning
1928.0,M,,,
1928.0,M,,,Afternoon
1928.0,M,N,19.0,Afternoon
1928.0,M,Y,,Evening
1928.0,M,N,15.0,Morning
1928.0,M,Y,28.0,Evening
1928.0,F,N,,
1928.0,M,Y,78.0,
1928.0,,,,Night
1928.0,M,,,Night
1928.0,M,N,18.0,Morning
1928.0,M,N,25.0,Morning
1927.0,M,Y,17.0,Morning
1927.0,,Y,,
1927.0,,Y,,Afternoon
1927.0,M,N,,
1927.0,,N,,
1927.0,M,Y,,
1927.0,M,N,17.0,Afternoon
1927.0,M,N,70.0,
1927.0,M,N,,Morning
1927.0,M,Y,15.0,Morning
1927.0,M,Y,10.0,
1926.0,M,Y,,
1926.0,M,N,,
1926.0,M,N,17.0,Afternoon
1926.0,,N,,Night
1926.0,M,Y,18.0,
1926.0,M,Y,20.0,Morning
1926.0,M,N,15.0,
1926.0,M,,,
1926.0,M,N,26.0,Night
1926.0,F,N,,Afternoon
1926.0,F,Y,,Afternoon
1926.0,F,Y,,
1926.0,M,,,
1925.0,M,Y,55.0,Afternoon
1925.0,F,N,,
1925.0,M,N,,
1925.0,M,N,,Morning
1925.0,,,,
1925.0,M,N,16.0,Afternoon
1925.0,M,Y,16.0,Afternoon
1925.0,M,Y,,
1924.0,F,Y,,
1924.0,M,N,35.0,Night
1924.0,M,Y,35.0,Afternoon
1924.0,M,N,,
1924.0,M,N,,
1924.0,M,N,,Evening
1924.0,M,Y,20.0,Afternoon
1924.0,M,N,21.0,
1924.0,M,,,
1924.0,,N,,
1924.0,F,N,30.0,Evening
1924.0,M,,,Afternoon
1924.0,M,Y,22.0,Afternoon
1924.0,M,N,,Afternoon
1924.0,M,Y,16.0,Afternoon
1923.0,M,N,,
1923.0,M,Y,,
1923.0,M,,,
1923.0,,N,,
1923.0,M,N,,Night
1923.0,M,Y,,Afternoon
1923.0,M,N,25.0,
1923.0,M,Y,13.0,
1922.0,M,N,,
1922.0,F,Y,,
1922.0,M,Y,19.0,Morning
1922.0,M,Y,16.0,
1922.0,M,,,
1922.0,M,Y,,
1922.0,,N,,
1922.0,F,Y,18.0,
1922.0,M,Y,19.0,Morning
1922.0,M,N,18.0,Morning
1922.0,F,Y,14.0,
1922.0,M,Y,21.0,Morning
1922.0,M,Y,18.0,Afternoon
1922.0,M,Y,54.0,Afternoon
1922.0,M,N,,Evening
1922.0,M,Y,26.0,Evening
1921.0,M,N,20.0,
1921.0,M,Y,8.0,Morning
1921.0,M,N,40.0,Morning
1921.0,,Y,,
1921.0,M,N,,
1921.0,M,Y,22.0,Afternoon
1921.0,M,Y,21.0,Afternoon
1921.0,M,Y,,
1921.0,,,,
1920.0,M,N,,
1921.0,M,Y,,Afternoon
1920.0,M,Y,,
1920.0,M,,30.0,
1920.0,M,N,13.0,Evening
1920.0,,N,,
1920.0,M,N,20.0,
1920.0,F,N,18.0,Afternoon
1920.0,M,Y,12.0,Morning
1920.0,F,N,,
1920.0,M,N,12.0,
1919.0,M,N,29.0,
1919.0,M,Y,47.0,Night
1919.0,M,N,,
1919.0,M,Y,,
1919.0,M,N,,Afternoon
1919.0,M,N,,Afternoon
1919.0,M,,,Afternoon
1919.0,M,N,,Afternoon
1919.0,F,N,,Afternoon
1919.0,M,Y,13.0,Morning
1919.0,M,Y,38.0,Morning
1919.0,F,N,,
1918.0,M,Y,,
1918.0,M,Y,22.0,
1918.0,M,N,,Evening
1918.0,M,N,,
1917.0,M,N,,Night
1917.0,M,Y,,Night
1917.0,M,N,,
1917.0,M,Y,,
1917.0,M,Y,,Afternoon
1917.0,M,Y,,Morning
1917.0,M,N,,Afternoon
1917.0,M,Y,,Afternoon
1916.0,M,N,25.0,Morning
1916.0,M,Y,41.0,Morning
1916.0,F,N,,Morning
1916.0,M,N,,
1916.0,M,Y,,Morning
1916.0,M,Y,27.0,Evening
1916.0,M,Y,,
1916.0,F,,,Morning
1916.0,M,N,12.0,
1916.0,M,Y,24.0,
1916.0,M,Y,10.0,Morning
1916.0,M,Y,,Afternoon
1916.0,M,Y,24.0,Afternoon
1916.0,M,N,11.0,
1916.0,M,N,26.0,
1916.0,M,Y,17.0,
1916.0,M,N,,Afternoon
1915.0,M,N,,
1915.0,M,N,10.0,
1915.0,M,Y,,
1915.0,M,,,
1915.0,M,Y,17.0,
1914.0,M,N,,
1914.0,F,N,,
1914.0,M,Y,,
1914.0,M,Y,17.0,
1914.0,M,N,,Morning
1914.0,M,Y,43.0,Afternoon
1914.0,F,N,,Afternoon
1914.0,M,,,
1914.0,F,,,
1913.0,,N,,
1913.0,M,Y,,
1913.0,M,N,12.0,
1913.0,M,N,,
1913.0,M,,,
1913.0,F,,,
1913.0,,,,
1912.0,F,Y,19.0,
1912.0,M,Y,12.0,
1912.0,M,N,,Afternoon
1912.0,M,Y,,
1912.0,M,,,
1912.0,M,N,,
1912.0,M,N,18.0,Afternoon
1912.0,M,Y,21.0,Afternoon
1912.0,M,Y,7.0,
1912.0,M,Y,,Morning
1911.0,M,,,
1911.0,M,Y,,
1911.0,M,N,23.0,Evening
1911.0,M,Y,,Morning
1911.0,M,N,,
1911.0,M,Y,64.0,Evening
1911.0,,N,,
1911.0,M,N,22.0,
1911.0,M,Y,50.0,
1910.0,M,,,
1910.0,M,Y,,
1910.0,M,N,,
1910.0,,Y,,
1910.0,M,N,,Evening
1910.0,M,N,,Night
1910.0,M,,,
1909.0,M,N,,
1909.0,M,Y,,
1909.0,,Y,,
1909.0,M,N,,Afternoon
1909.0,M,N,16.0,
1909.0,F,Y,,
1909.0,F,,19.0,
1909.0,M,,36.0,
1909.0,,,,
1909.0,,N,,
1908.0,M,Y,16.0,
1908.0,M,Y,,
1908.0,M,N,,
1908.0,,,,
1908.0,F,Y,,
1908.0,,Y,,
1908.0,M,,,
1907.0,M,Y,,
1907.0,M,N,,
1907.0,M,N,,Morning
1907.0,M,,,
1907.0,M,N,,Morning
1907.0,F,Y,,
1907.0,M,Y,55.0,
1907.0,M,Y,18.0,Morning
1907.0,M,N,20.0,
1906.0,M,N,,
1906.0,M,Y,,
1906.0,M,,,
1906.0,M,Y,17.0,
1906.0,M,,18.0,
1906.0,M,Y,32.0,Afternoon
1906.0,M,Y,30.0,Afternoon
1905.0,M,Y,,Morning
1905.0,M,,,
1905.0,M,Y,,
1905.0,M,N,,
1905.0,M,N,21.0,
1905.0,M,Y,16.0,Afternoon
1905.0,M,,8.0,
1905.0,M,Y,26.0,Afternoon
1905.0,M,N,40.0,Morning
1905.0,,,,
1905.0,M,,23.0,
1905.0,M,,39.0,
1905.0,,N,,
1904.0,M,N,,
1904.0,M,Y,,
1904.0,M,Y,30.0,
1904.0,M,Y,16.0,
1904.0,M,,,
1903.0,M,Y,,
1903.0,M,N,,
1903.0,M,N,28.0,
1902.0,M,Y,30.0,Evening
1902.0,M,Y,17.0,Afternoon
1902.0,M,N,,
1902.0,M,Y,,
1902.0,M,,,
1902.0,M,N,16.0,Afternoon
1901.0,M,N,10.0,
1901.0,M,N,,
1901.0,M,Y,15.0,
1901.0,M,Y,29.0,Afternoon
1901.0,M,,20.0,
1901.0,M,,,
1901.0,M,N,,Afternoon
1901.0,M,Y,,
1900.0,M,Y,,
1900.0,M,Y,30.0,
1900.0,M,,,
1900.0,M,N,,
1900.0,M,,,
1900.0,M,N,,Afternoon
1900.0,,N,,
1900.0,M,N,,Afternoon
1900.0,M,N,,Morning
1899.0,M,N,,Afternoon
1899.0,,Y,,
1899.0,,N,,Morning
1899.0,M,N,,
1899.0,M,Y,,
1899.0,M,Y,15.0,
1899.0,M,N,9.0,Morning
1899.0,M,N,19.0,Morning
1899.0,M,N,13.0,Morning
1899.0,M,,,
1899.0,F,,13.0,
1898.0,M,Y,,
1898.0,M,N,,
1898.0,M,N,,Afternoon
1898.0,M,,,
1898.0,M,Y,24.0,Afternoon
1898.0,M,Y,22.0,
1898.0,M,Y,,Night
1898.0,M,N,15.0,
1898.0,F,N,,
1897.0,M,N,,
1897.0,M,,,
1897.0,,Y,,
1897.0,M,N,,Afternoon
1897.0,M,Y,,Morning
1897.0,M,Y,,
1897.0,,,,
1896.0,M,N,,Night
1896.0,M,Y,26.0,
1896.0,M,Y,,
1896.0,M,N,,
1896.0,M,Y,35.0,Morning
1896.0,M,Y,11.0,Afternoon
1896.0,M,N,15.0,
1895.0,M,Y,14.0,
1895.0,M,N,,
1895.0,M,Y,,
1895.0,M,,,Night
1895.0,,N,,
1895.0,M,Y,26.0,Night
1895.0,M,Y,28.0,Afternoon
1895.0,M,N,,Morning
1895.0,M,N,13.0,
